Club No,Club Name,Division,Area,Program Year,Month,Month End,As Of,DCP Status,Club Success Plan,Membership Base,Membership To Date,Net Growth,DCP Goals Met,Level 1 awards,Level 2 awards,More Level 2 awards,Level 3 awards,"Level 4, Path Completion, or DTM award","One more Level 4, Path Completion, or DTM award",New members,More new members,Club officer roles trained June-August,Club officer roles trained November-February,Membership-renewal dues on time,Club officer list on time
00002796,Kelowna Toastmasters,J,70,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,14,16,2,3,0,0,0,1,1,0,4,2,6,0,1,1
00002796,Kelowna Toastmasters,J,70,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,14,17,3,4,1,0,0,1,1,0,4,3,6,6,1,1
00002796,Kelowna Toastmasters,J,70,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,14,18,4,5,1,0,0,1,1,0,4,4,6,6,1,1
00002796,Kelowna Toastmasters,J,70,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,14,22,8,5,1,0,0,1,1,0,4,8,6,6,2,1
00002796,Kelowna Toastmasters,J,70,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,14,18,4,5,1,0,0,1,1,0,4,10,6,6,2,1
00002796,Kelowna Toastmasters,J,70,2021-2022,May 2022,2022-05-31,17-Jun-2022,Distinguished,,14,19,5,5,1,0,0,1,1,0,4,11,6,6,2,1
00002796,Kelowna Toastmasters,J,70,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,Select Distinguished,,14,20,6,7,4,0,0,2,1,0,4,12,6,6,2,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,20,20,0,0,0,0,0,0,0,0,0,0,3,0,0,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,20,20,0,0,0,0,0,0,0,0,0,0,3,0,0,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,20,20,0,1,0,0,0,0,0,0,0,0,3,0,1,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,20,18,-2,3,0,0,0,0,0,0,4,4,3,0,1,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,20,21,1,3,1,0,0,0,0,0,4,7,3,0,1,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,20,25,5,3,1,0,0,0,0,0,4,11,3,0,1,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,20,25,5,3,1,0,0,0,0,0,4,11,3,3,1,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,20,31,11,3,1,0,0,0,0,0,4,17,3,3,1,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,20,33,13,3,1,0,0,0,0,0,4,19,3,3,2,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Apr 2023,2023-04-30,12-May-2023,,,20,27,7,3,1,0,0,0,0,0,4,22,3,3,2,1
00002796,Kelowna Toastmasters,J,70,2022-2023,May 2023,2023-05-31,7-Jun-2023,,,20,28,8,4,3,0,0,0,1,0,4,23,3,3,2,1
00002796,Kelowna Toastmasters,J,70,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,Distinguished,,20,30,10,5,3,0,0,0,1,1,4,25,3,3,2,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,30,30,0,1,0,0,0,0,1,0,0,0,3,0,0,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,30,30,0,1,0,0,0,0,1,0,0,0,5,0,0,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,30,30,0,3,1,1,0,1,1,1,0,0,5,0,1,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,30,14,-16,5,2,2,0,2,1,3,1,0,5,0,1,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,30,16,-14,5,2,2,0,2,1,3,3,0,5,0,1,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,30,16,-14,5,2,2,0,2,1,3,3,0,5,3,1,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,30,18,-12,6,2,2,1,2,1,4,4,1,5,3,1,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,30,21,-9,8,3,2,1,2,1,4,4,4,5,5,2,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,30,22,-8,9,3,2,2,2,1,4,4,5,5,5,2,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Apr 2024,2024-04-30,8-May-2024,,,30,17,-13,9,3,2,2,2,1,4,4,6,5,5,2,1
00002796,Kelowna Toastmasters,J,70,2023-2024,May 2024,2024-05-31,11-Jun-2024,,,30,18,-12,9,3,2,2,2,1,4,4,7,5,5,2,1
00002796,Kelowna Toastmasters,J,70,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,President's Distinguished,,30,20,-10,9,3,2,2,2,1,4,4,9,5,5,2,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,20,21,1,0,0,0,0,0,0,0,1,0,0,0,0,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,20,24,4,1,0,0,0,0,0,0,4,0,7,0,0,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,20,25,5,2,1,1,0,0,0,0,4,1,7,0,1,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,20,19,-1,4,1,2,0,0,0,0,4,6,7,0,1,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,20,20,0,4,1,2,0,0,0,0,4,7,7,0,1,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,20,24,4,5,1,2,1,0,0,0,4,10,7,4,1,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,20,25,5,5,1,2,1,0,0,0,4,11,7,5,2,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,20,26,6,5,1,2,1,0,0,0,4,12,7,7,2,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,20,28,8,5,1,2,1,0,0,0,4,14,7,7,2,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Apr 2025,2025-04-30,8-May-2025,Distinguished,,20,21,1,6,2,2,1,2,0,0,4,15,7,7,2,1
00002796,Kelowna Toastmasters,J,70,2024-2025,May 2025,2025-05-31,6-Jun-2025,Distinguished,,20,24,4,6,3,2,1,2,0,0,4,18,7,7,2,1
00002796,Kelowna Toastmasters,J,70,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,President's Distinguished,,20,27,7,9,4,2,2,2,1,0,4,21,7,7,2,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,27,27,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Not Met,27,27,0,1,0,0,0,0,0,0,0,0,6,0,1,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,27,27,0,1,0,0,0,0,0,0,0,0,6,0,1,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,27,18,-9,1,0,1,0,1,0,0,0,0,6,0,1,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,27,23,-4,3,0,2,0,1,0,0,4,1,6,0,1,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,27,25,-2,3,0,2,0,1,0,0,4,3,6,1,1,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,27,28,1,5,2,2,0,1,0,0,4,6,6,4,1,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,27,28,1,5,2,2,0,1,0,0,4,6,6,5,1,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,27,29,2,5,3,2,0,1,0,0,4,7,6,5,2,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Apr 2026,2026-04-30,7-May-2026,Distinguished,Requirement Met,27,22,-5,5,3,2,0,1,0,0,4,7,6,5,2,1
00002796,Kelowna Toastmasters,J,80,2025-2026,May 2026,2026-05-31,5-Jun-2026,Select Distinguished,Requirement Met,27,26,-1,7,3,2,1,2,1,0,4,11,6,5,2,1
00002796,Kelowna Toastmasters,J,80,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,Smedley Distinguished,Requirement Met,27,27,0,10,4,2,2,2,1,1,4,12,6,5,2,1
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,15,14,-1,0,0,0,0,0,0,0,2,0,0,0,1,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,15,15,0,0,0,0,0,0,0,0,3,0,0,0,1,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,15,15,0,0,0,0,0,0,0,0,3,0,0,0,1,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,15,15,0,0,0,0,0,0,0,0,3,0,0,0,1,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,15,16,1,1,0,0,0,0,0,0,4,0,0,0,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,15,16,1,1,0,0,0,0,0,0,4,0,0,0,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,15,16,1,1,0,0,0,0,0,0,4,0,0,0,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,May 2022,2022-05-31,17-Jun-2022,,,15,16,1,1,0,0,0,0,0,0,4,0,0,0,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,,,15,16,1,1,0,0,0,0,0,0,4,0,0,0,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,16,15,-1,0,0,0,0,0,0,0,3,0,0,0,1,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,16,18,2,1,0,0,0,0,0,0,4,2,0,1,1,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,16,18,2,4,4,2,1,3,0,0,4,2,0,1,1,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,16,20,4,5,4,2,1,3,0,0,4,4,0,2,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,16,20,4,5,4,2,1,3,0,0,4,4,0,4,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,16,22,6,5,4,2,1,3,0,0,4,6,0,4,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Apr 2023,2023-04-30,12-May-2023,Distinguished,,16,24,8,5,4,2,1,3,0,0,4,8,0,4,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,May 2023,2023-05-31,7-Jun-2023,Distinguished,,16,25,9,5,4,2,1,3,0,0,4,9,0,7,2,0
00002460,Kerrisdale Toastmasters Club,B,20,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,Distinguished,,16,25,9,5,4,2,1,3,0,0,4,9,0,7,2,0
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,25,25,0,1,0,0,0,0,0,0,0,0,0,0,1,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,25,25,0,2,0,0,0,0,1,0,0,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,25,25,0,2,0,0,0,0,1,0,0,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,25,17,-8,2,0,0,0,0,1,0,0,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,25,17,-8,2,0,0,0,0,1,0,0,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,25,18,-7,2,0,0,0,0,1,0,1,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,25,19,-6,2,0,0,0,0,1,0,2,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,25,20,-5,2,0,0,0,0,1,0,3,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,25,20,-5,2,0,0,0,0,1,0,3,0,1,0,2,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Apr 2024,2024-04-30,8-May-2024,,,25,18,-7,3,0,0,0,0,1,0,4,1,1,0,2,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,May 2024,2024-05-31,11-Jun-2024,,,25,20,-5,3,0,0,0,0,1,0,4,3,1,0,2,1
00002460,Kerrisdale Toastmasters Club,B,24,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,Distinguished,,25,22,-3,5,0,0,0,0,1,1,4,4,1,0,2,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,22,22,0,0,0,0,0,0,0,0,0,0,2,0,0,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,22,22,0,0,0,0,0,0,0,0,0,0,6,0,0,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,22,23,1,1,0,0,0,0,0,0,1,0,6,0,1,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,22,17,-5,1,0,0,0,0,0,0,2,0,6,0,1,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,22,17,-5,1,0,0,0,0,0,0,2,0,6,0,1,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,22,19,-3,3,0,0,0,0,1,0,4,0,6,0,1,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,22,23,1,3,0,0,0,0,1,0,4,3,6,1,2,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,22,24,2,4,0,0,0,0,1,0,4,4,6,3,2,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,22,24,2,5,0,1,0,0,1,0,4,4,6,4,2,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Apr 2025,2025-04-30,8-May-2025,,,22,19,-3,5,0,1,0,0,1,0,4,4,6,4,2,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,May 2025,2025-05-31,6-Jun-2025,Distinguished,,22,21,-1,5,0,1,0,0,1,0,4,6,6,4,2,1
00002460,Kerrisdale Toastmasters Club,B,23,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,Distinguished,,22,21,-1,5,0,1,0,0,1,0,4,6,6,4,2,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,21,21,0,1,0,0,0,0,0,0,0,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Not Met,22,22,0,1,0,0,0,0,0,0,0,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,22,22,0,1,0,0,0,0,0,0,0,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,22,19,-3,1,0,0,0,0,0,0,1,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,22,21,-1,1,0,0,0,0,0,0,3,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,22,22,0,2,0,0,0,0,0,0,4,0,1,0,1,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,22,23,1,2,0,0,0,0,0,0,4,1,1,0,2,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,22,23,1,2,0,0,0,1,0,0,4,1,1,3,2,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,22,23,1,2,0,0,0,1,0,0,4,1,1,3,2,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Apr 2026,2026-04-30,7-May-2026,,Requirement Met,22,20,-2,2,0,0,0,1,0,0,4,2,1,3,2,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,May 2026,2026-05-31,5-Jun-2026,,Requirement Met,22,22,0,2,0,0,0,1,0,0,4,3,1,3,2,1
00002460,Kerrisdale Toastmasters Club,E,43,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,,Requirement Met,22,22,0,2,0,0,0,1,0,0,4,3,1,3,2,1
28678425,Kwik Witted Linguists,D,41,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,21,21,0,1,0,0,0,0,0,0,0,0,0,3,2,1
28678425,Kwik Witted Linguists,D,41,2024-2025,Apr 2025,2025-04-30,8-May-2025,,,21,21,0,1,0,0,0,0,0,0,0,0,0,3,2,1
28678425,Kwik Witted Linguists,D,41,2024-2025,May 2025,2025-05-31,6-Jun-2025,,,21,21,0,2,0,0,0,0,0,0,0,0,0,5,2,1
28678425,Kwik Witted Linguists,D,41,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,,,21,21,0,2,0,0,0,0,0,0,0,0,0,5,2,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Not Met,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,21,21,0,1,0,0,0,0,0,0,0,0,0,0,1,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,21,21,0,1,0,0,0,0,0,0,0,0,0,0,1,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,21,21,0,1,0,0,0,0,0,0,0,0,0,0,1,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,21,21,0,1,0,0,0,0,0,0,0,0,0,1,1,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,21,21,0,1,0,0,0,0,0,0,0,0,0,1,1,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,21,21,0,1,0,0,0,0,0,0,0,0,0,1,1,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,21,21,0,1,0,0,0,0,0,0,0,0,0,1,2,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Apr 2026,2026-04-30,7-May-2026,,Requirement Met,21,14,-7,1,0,0,0,0,0,0,2,0,0,1,2,1
28678425,Kwik Witted Linguists,F,51,2025-2026,May 2026,2026-05-31,5-Jun-2026,,Requirement Met,21,14,-7,1,0,0,0,0,0,0,2,0,0,1,2,1
28678425,Kwik Witted Linguists,F,51,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,,Requirement Met,21,14,-7,1,0,0,0,0,0,0,2,0,0,1,2,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,29,29,0,0,1,1,0,0,0,0,0,0,0,0,0,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,29,29,0,0,1,1,0,0,0,0,0,0,7,0,0,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,29,29,0,2,1,2,0,0,0,0,0,0,7,0,1,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,29,22,-7,2,1,2,0,0,0,0,2,0,7,0,1,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,29,23,-6,3,2,2,1,3,0,0,3,0,7,0,1,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,29,24,-5,5,2,2,1,3,0,0,4,0,7,4,1,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,29,26,-3,5,2,2,1,3,0,0,4,2,7,4,1,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,29,27,-2,7,2,2,2,3,1,0,4,3,7,7,1,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,29,27,-2,7,3,2,2,3,1,0,4,3,7,7,2,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,Select Distinguished,,29,26,-3,8,3,2,2,3,1,0,4,7,7,7,2,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,May 2022,2022-05-31,17-Jun-2022,President's Distinguished,,29,28,-1,10,5,2,3,3,1,1,4,9,7,7,2,1
00002743,Langley Toastmasters 2743,G,63,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,President's Distinguished,,29,30,1,10,6,2,4,3,1,1,4,11,7,7,2,1
00002743,Langley Toastmasters 2743,G,63,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,30,31,1,0,0,0,0,0,0,0,1,0,5,0,0,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,30,31,1,0,0,0,0,0,0,0,1,0,6,0,0,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,30,32,2,2,0,1,0,1,1,2,3,0,6,0,1,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,30,27,-3,5,0,2,0,1,1,2,4,4,6,0,1,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,30,30,0,5,1,2,0,1,1,2,4,7,6,0,1,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,31,31,0,6,2,2,0,1,1,2,4,8,6,7,1,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,31,35,4,7,3,2,1,2,1,3,4,12,6,7,1,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,30,37,7,8,3,2,2,4,1,4,4,14,6,7,1,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,30,38,8,8,3,2,2,5,1,5,4,15,6,7,2,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Apr 2023,2023-04-30,12-May-2023,Select Distinguished,,30,37,7,8,3,2,2,5,1,5,4,18,6,7,2,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,May 2023,2023-05-31,7-Jun-2023,President's Distinguished,,30,37,7,9,4,2,3,6,1,5,4,18,6,7,2,0
00002743,Langley Toastmasters 2743,G,63,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,President's Distinguished,,30,37,7,9,4,2,3,8,1,5,4,18,6,7,2,0
00002743,Langley Toastmasters 2743,G,61,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,37,40,3,3,1,1,0,1,1,1,3,0,7,0,1,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,37,44,7,4,1,1,0,1,1,3,4,3,7,0,1,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,37,46,9,8,5,2,0,2,1,5,4,5,7,0,1,1
